center_x,center_y,dir_x,dir_y,width
328.6456692913386,204.8031496062992,0.9994974894514556,0.031698084803931534,13.834474428300723
290.734375,205.46875,0.9625002848961157,0.27128066937195466,14.708784942813693
330.93243243243245,205.99324324324326,0.953690368976748,0.3007900931230849,15.706665821051658
329.8963414634146,206.2439024390244,0.9715614038366668,0.23678775005250044,16.067378768745
292.9029850746269,206.2089552238806,0.9320414907843273,0.3623515688616908,15.844705343333544
332.76363636363635,207.04848484848486,0.9026983711472216,0.4302739252245632,16.468092002384083
289.99264705882354,205.7941176470588,0.9581459266156626,0.286280253090941,16.288480752466256
333.9186046511628,207.59883720930233,0.8769095498764419,0.48065542890463236,16.687033866344706
286.2826086956522,205.44202898550725,0.9937764162271366,0.11139315306942861,16.89419907586131
332.60115606936415,207.28323699421966,0.9042693507233489,0.4269624589379881,16.828706633812004
284.54347826086956,205.268115942029,0.9999979167630779,0.0020411931570050975,16.999964584972332
328.7202380952381,206.17857142857142,0.9832554391697678,0.18223265718050463,17.842782211590333
274.7154471544715,205.47967479674796,0.980185597074981,-0.19808128454440815,6.434474133494859
288.0217391304348,205.58695652173913,0.9775555736175737,0.21067771711601632,16.61844475149877
321.848275862069,205.12413793103448,0.9679507989557432,-0.25113990284488535,12.61996919884848
336.0773480662983,208.61325966850828,0.8316931746847582,0.5552355024516967,16.36436629541882
266.60330578512395,207.67768595041323,0.9680153655190287,-0.25089091677273084,7.171244487462957
276.5238095238095,205.1984126984127,0.9777580000299427,-0.20973624717117076,12.152568494701683
314.968992248062,206.68217054263565,0.9593994012891878,-0.28205103936335346,8.296985099274252
332.67816091954023,207.3448275862069,0.9017197473971338,0.43232105795814413,16.87313178017962
261.29007633587787,209.50381679389312,0.937639396649217,-0.3476094962041342,7.427968301545093
271.5689655172414,206.20689655172413,0.9809831551342905,-0.19409288843945946,6.090510532182208
309.31297709923666,207.9236641221374,0.9879605709953357,-0.1547058827535981,17.10474147242789
321.0206896551724,205.20689655172413,0.9626134633740396,-0.270878792324236,12.363997937461193
337.3670212765957,209.35106382978722,0.8059989362821444,0.591916982956269,14.999240081992156
263.5241935483871,208.73387096774192,0.9482992074349123,-0.31737771373919305,7.888435638087799
273.7310924369748,205.7310924369748,0.9826791656130552,-0.18531502224598403,6.1374940703074685
310.70866141732284,207.8740157480315,0.978569681653211,-0.20591594923447049,15.86303085568585
321.848275862069,205.12413793103448,0.9679507989557432,-0.25113990284488535,12.61996919884848
242.9611111111111,214.95555555555555,0.9520885527207886,-0.30582247755525416,12.954175020425737
266.60330578512395,207.67768595041323,0.9680153655190287,-0.25089091677273084,7.171244487462957
300.40425531914894,206.97163120567376,0.9761773283563013,0.2169742464053137,16.595014582057104
321.0206896551724,205.20689655172413,0.9626134633740396,-0.270878792324236,12.363997937461193
243.5367231638418,214.7683615819209,0.9499232013948318,-0.31248345788504367,12.961495706163191
292.9029850746269,206.2089552238806,0.9320414907843273,0.3623515688616908,15.844705343333544
304.3768115942029,207.64492753623188,0.9998179721236259,0.01907937678752238,16.996905526101642
341.6453201970443,212.0935960591133,0.7494370170622805,0.6620756433042914,9.5174124472953
253.4125,211.425,0.9525066343176264,-0.30451783458593595,12.952668784741206
300.40425531914894,206.97163120567376,0.9761773283563013,0.2169742464053137,16.595014582057104
339.0487804878049,210.74634146341464,0.7698527799311322,0.6382215111012067,13.574152668052108
244.2057142857143,214.5142857142857,0.9457537811794593,-0.32488426460011177,12.973466697154038
297.2826086956522,206.66666666666666,0.9413853190726367,0.3373331899391315,16.003550424234817
342.0334928229665,212.60765550239233,0.7435582394712207,0.668671178169404,9.52710773761612
245.63529411764705,213.9764705882353,0.9400055143395902,-0.34115924875512665,12.985862415850704
296.4130434782609,206.57971014492753,0.9340845227811362,0.3570519630260239,15.879436887279326
345.2910798122066,214.95305164319248,0.7788204452894579,0.6272469322357269,11.572638926329773
242.9611111111111,214.95555555555555,0.9520885527207886,-0.30582247755525416,12.954175020425737
250.77710843373495,212.24096385542168,0.9407668892622386,-0.3390540665850373,12.984473004072072
342.26341463414633,212.89756097560976,0.7503903508315529,0.6609949480736589,9.129306741504962
417.06962025316454,220.36708860759492,0.9679844773113663,0.25101006291430045,15.84692902293365
242.21546961325967,215.1878453038674,0.9546967579683916,-0.29758040984688916,12.944263144855142
249.98203592814372,212.49700598802394,0.9375977973831957,-0.3477216851767805,12.989781994482257
344.7718446601942,214.7135922330097,0.7737304557611705,0.6335149420713071,10.977532155280073
