x,y,width_px
394,224,7.211102550927978
395,224,8.246211251235321
396,224,6.324555320336759
397,224,6.324555320336759
424,224,5.656854249492381
432,224,4.47213595499958
433,224,4.47213595499958
434,224,5.830951894845301
442,224,4.47213595499958
207,225,5.656854249492381
362,225,5.656854249492381
371,225,6.082762530298219
372,225,6.324555320336759
395,225,8.94427190999916
425,225,5.0
426,225,4.47213595499958
427,225,6.082762530298219
428,225,6.0
429,225,4.47213595499958
430,225,4.47213595499958
431,225,4.47213595499958
443,225,5.385164807134504
444,225,6.324555320336759
445,225,7.0710678118654755
446,225,7.211102550927978
206,226,7.0710678118654755
363,226,7.615773105863909
364,226,7.280109889280518
365,226,7.0
366,226,7.0
367,226,7.0
368,226,7.0
369,226,7.0710678118654755
370,226,7.280109889280518
395,226,8.94427190999916
428,226,6.0
206,227,5.656854249492381
395,227,17.204650534085253
427,227,6.082762530298219
205,228,5.656854249492381
395,228,4.0
202,229,3.1622776601683795
203,229,3.605551275463989
204,229,5.0
200,230,5.385164807134504
201,230,5.385164807134504
195,231,4.47213595499958
196,231,4.47213595499958
197,231,5.385164807134504
198,231,5.385164807134504
199,231,5.385164807134504
194,232,4.47213595499958
193,233,4.242640687119285
12,234,4.47213595499958
192,234,5.656854249492381
12,235,6.324555320336759
191,235,5.0
2,236,4.47213595499958
11,236,19.209372712298546
190,236,5.656854249492381
3,237,2.8284271247461903
11,237,13.45362404707371
189,237,6.4031242374328485
4,238,5.656854249492381
5,238,5.0
6,238,7.0
7,238,5.385164807134504
8,238,5.385164807134504
9,238,5.385164807134504
10,238,8.246211251235321
11,238,8.54400374531753
12,238,8.48528137423857
144,238,5.0990195135927845
145,238,4.0
146,238,4.0
147,238,4.0
148,238,4.47213595499958
160,238,6.0
172,238,5.0
173,238,5.0
174,238,5.0
187,238,5.385164807134504
188,238,4.47213595499958
6,239,7.0
13,239,8.48528137423857
139,239,8.602325267042627
140,239,7.615773105863909
141,239,4.47213595499958
142,239,4.47213595499958
143,239,5.0990195135927845
149,239,4.47213595499958
150,239,4.47213595499958
160,239,6.0
169,239,5.0990195135927845
170,239,5.0990195135927845
171,239,5.0990195135927845
175,239,5.0
176,239,5.0
177,239,4.0
178,239,5.0990195135927845
182,239,6.082762530298219
183,239,6.082762530298219
184,239,5.0990195135927845
185,239,4.0
186,239,4.47213595499958
6,240,7.0
14,240,8.602325267042627
138,240,6.4031242374328485
151,240,6.324555320336759
160,240,6.0
168,240,6.324555320336759
179,240,6.0
180,240,6.0
181,240,6.0
15,241,7.615773105863909
16,241,5.385164807134504
17,241,5.385164807134504
18,241,5.0990195135927845
138,241,5.656854249492381
152,241,6.324555320336759
153,241,4.47213595499958
154,241,4.0
155,241,4.0
156,241,4.0
157,241,4.47213595499958
158,241,4.47213595499958
159,241,5.0990195135927845
160,241,6.0
161,241,5.0990195135927845
162,241,4.47213595499958
163,241,4.47213595499958
164,241,4.0
165,241,4.0
166,241,4.47213595499958
167,241,4.47213595499958
19,242,6.324555320336759
20,242,5.385164807134504
21,242,5.385164807134504
22,242,5.385164807134504
121,242,5.0990195135927845
122,242,4.0
123,242,4.0
124,242,4.0
125,242,4.0
126,242,5.0990195135927845
127,242,5.0990195135927845
135,242,5.830951894845301
136,242,5.830951894845301
137,242,5.656854249492381
23,243,7.615773105863909
117,243,3.1622776601683795
118,243,3.1622776601683795
119,243,3.1622776601683795
120,243,5.0990195135927845
128,243,5.0990195135927845
129,243,3.0
130,243,3.1622776601683795
131,243,3.0
132,243,3.0
133,243,7.280109889280518
134,243,7.280109889280518
24,244,6.4031242374328485
25,244,5.830951894845301
116,244,5.385164807134504
134,244,7.280109889280518
26,245,5.656854249492381
112,245,5.385164807134504
113,245,4.47213595499958
114,245,4.47213595499958
115,245,4.47213595499958
133,245,5.0990195135927845
27,246,5.656854249492381
110,246,5.0
111,246,4.47213595499958
28,247,8.48528137423857
109,247,7.211102550927978
29,248,5.656854249492381
30,248,5.830951894845301
108,248,7.0710678118654755
31,249,6.4031242374328485
106,249,5.656854249492381
107,249,5.656854249492381
32,250,8.48528137423857
33,250,9.219544457292887
105,250,4.242640687119285
34,251,10.63014581273465
105,251,4.242640687119285
34,252,10.0
104,252,4.47213595499958
33,253,13.038404810405298
34,253,12.36931687685298
35,253,10.63014581273465
36,253,11.180339887498949
37,253,9.848857801796104
103,253,5.656854249492381
33,254,22.135943621178654
38,254,7.280109889280518
39,254,7.615773105863909
102,254,5.830951894845301
33,255,7.615773105863909
40,255,5.656854249492381
41,255,5.830951894845301
102,255,5.656854249492381
33,256,6.324555320336759
42,256,5.656854249492381
101,256,5.656854249492381
33,257,5.0990195135927845
43,257,5.656854249492381
100,257,5.656854249492381
32,258,3.1622776601683795
43,258,5.656854249492381
99,258,4.47213595499958
32,259,3.1622776601683795
44,259,5.0
45,259,4.47213595499958
46,259,4.47213595499958
98,259,4.242640687119285
47,260,4.47213595499958
97,260,3.605551275463989
48,261,4.242640687119285
97,261,2.8284271247461903
49,262,4.47213595499958
50,262,5.830951894845301
96,262,3.605551275463989
51,263,4.47213595499958
52,263,5.0
96,263,3.605551275463989
53,264,3.605551275463989
95,264,3.605551275463989
54,265,5.0
94,265,4.47213595499958
55,266,5.0
56,266,5.0
93,266,5.0
57,267,5.656854249492381
92,267,5.0
58,268,7.211102550927978
92,268,4.47213595499958
59,269,5.0
60,269,5.0
91,269,5.830951894845301
61,270,6.4031242374328485
62,270,7.0710678118654755
90,270,5.830951894845301
63,271,5.0
90,271,4.47213595499958
63,272,5.656854249492381
89,272,4.47213595499958
64,273,5.0
89,273,5.0
64,274,5.0
87,274,5.656854249492381
88,274,5.656854249492381
65,275,5.656854249492381
86,275,4.242640687119285
66,276,5.656854249492381
85,276,4.47213595499958
67,277,6.4031242374328485
68,277,6.4031242374328485
82,277,6.708203932499369
83,277,4.47213595499958
84,277,4.47213595499958
69,278,7.615773105863909
81,278,7.615773105863909
70,279,7.615773105863909
71,279,7.280109889280518
72,279,6.324555320336759
73,279,5.0990195135927845
74,279,5.0
75,279,5.0
76,279,5.0
77,279,5.0
78,279,5.0
79,279,5.385164807134504
80,279,5.385164807134504
